"filename", "language", "Shell Script", "Go", "Markdown", "YAML", "HTML", "PostCSS", "JavaScript", "MS SQL", "XML", "JSON", "Properties", "comment", "blank", "total"
"/workspaces/go_gateway/Go_Gateway_技术分析文档.md", "Markdown", 0, 0, 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 771
"/workspaces/go_gateway/README.md", "Markdown", 0, 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 3, 84, 378
"/workspaces/go_gateway/SETUP_COMPLETE.md", "Markdown", 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 285
"/workspaces/go_gateway/cert_file/cert_file.go", "Go", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 23
"/workspaces/go_gateway/controller/admin.go", "Go", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 13, 113
"/workspaces/go_gateway/controller/admin_login.go", "Go", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 9, 89
"/workspaces/go_gateway/controller/app.go", "Go", 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 15, 283
"/workspaces/go_gateway/controller/dashboard.go", "Go", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 8, 137
"/workspaces/go_gateway/controller/oauth.go", "Go", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10, 106
"/workspaces/go_gateway/controller/service.go", "Go", 0, 652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 64, 836
"/workspaces/go_gateway/dao/admin.go", "Go", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"/workspaces/go_gateway/dao/app.go", "Go", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 122
"/workspaces/go_gateway/dao/service.go", "Go", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 126
"/workspaces/go_gateway/dao/service_access_control.go", "Go", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 53
"/workspaces/go_gateway/dao/service_grpc_rule.go", "Go", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"/workspaces/go_gateway/dao/service_http_rule.go", "Go", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54
"/workspaces/go_gateway/dao/service_info.go", "Go", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 108
"/workspaces/go_gateway/dao/service_load_balance.go", "Go", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 192
"/workspaces/go_gateway/dao/service_tcp_rule.go", "Go", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48
"/workspaces/go_gateway/database_setup.sh", "Shell Script", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 186
"/workspaces/go_gateway/dist/index.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/app.c068a7d0.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-01bafe94.6d24dacd.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-05a99c67.d0296c60.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-0c8f083f.42401dac.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-26ce89a6.c5f2d082.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-332e9546.d3b4ac8e.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-3c81f54c.a8e85e23.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-41ee40c0.b0fc6a10.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-556562e8.b043920c.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-569050ae.b1d9f1ec.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-5838f4ce.6d24dacd.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-682aca40.2e87cc20.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-830154a6.93d95231.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/css/chunk-libs.3dfb7769.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/app.ba29d09d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-01bafe94.9d413f88.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-04a4268a.724dc33c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-05a99c67.c04f3707.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-0c8f083f.90d46a85.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-14da9915.e5fd7e52.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-26ce89a6.db1b4a55.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-2d230fe7.c0741423.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-332e9546.09da2fc6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-3c81f54c.f8d2af0a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-41ee40c0.521e1d96.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-556562e8.e2549da0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-569050ae.0a1a3715.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-5838f4ce.0efb8d1b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-682aca40.9076b38c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-830154a6.9479ea7f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-elementUI.1f3a4f31.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/workspaces/go_gateway/dist/static/js/chunk-libs.1c62dbb0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 53, 0, 64
"/workspaces/go_gateway/docker-compose.yml", "YAML", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 5, 8, 134
"/workspaces/go_gateway/docker-manage.sh", "Shell Script", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 45, 283
"/workspaces/go_gateway/docker_build.sh", "Shell Script", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 139
"/workspaces/go_gateway/docs/docs.go", "Go", 0, 2147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 2163
"/workspaces/go_gateway/docs/swagger.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2095, 0, 0, 0, 2095
"/workspaces/go_gateway/docs/swagger.yaml", "YAML", 0, 0, 0, 1344, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1345
"/workspaces/go_gateway/dto/admin.go", "Go", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/workspaces/go_gateway/dto/admin_login.go", "Go", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/workspaces/go_gateway/dto/app.go", "Go", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 78
"/workspaces/go_gateway/dto/dashboard.go", "Go", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/workspaces/go_gateway/dto/oauth.go", "Go", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/workspaces/go_gateway/dto/service.go", "Go", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 195
"/workspaces/go_gateway/go.mod", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
"/workspaces/go_gateway/go_gateway.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 121, 57, 413
"/workspaces/go_gateway/golang_common/lib/conf.go", "Go", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 29, 302
"/workspaces/go_gateway/golang_common/lib/file.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 69
"/workspaces/go_gateway/golang_common/lib/func.go", "Go", 0, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32, 378
"/workspaces/go_gateway/golang_common/lib/log.go", "Go", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 139
"/workspaces/go_gateway/golang_common/lib/mysql.go", "Go", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 233
"/workspaces/go_gateway/golang_common/lib/redis.go", "Go", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 110
"/workspaces/go_gateway/golang_common/log/config.go", "Go", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 85
"/workspaces/go_gateway/golang_common/log/console_writer.go", "Go", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 63
"/workspaces/go_gateway/golang_common/log/file_writer.go", "Go", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38, 210
"/workspaces/go_gateway/golang_common/log/log.go", "Go", 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50, 293
"/workspaces/go_gateway/golang_common/log/log_test.go", "Go", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 29
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_black_list.go", "Go", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 44
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_flow_count.go", "Go", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_flow_limit.go", "Go", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 52
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_header_transfer.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 41
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_jwt_auth_token.go", "Go", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 51
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_jwt_flow_count.go", "Go", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_jwt_flow_limit.go", "Go", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 60
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_test.go", "Go", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"/workspaces/go_gateway/grpc_proxy_middleware/grpc_white_list.go", "Go", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 41
"/workspaces/go_gateway/grpc_proxy_router/grpcserver.go", "Go", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 69
"/workspaces/go_gateway/http_proxy_middleware/http_access_mode.go", "Go", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 23
"/workspaces/go_gateway/http_proxy_middleware/http_black_list.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 43
"/workspaces/go_gateway/http_proxy_middleware/http_flow_count.go", "Go", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 45
"/workspaces/go_gateway/http_proxy_middleware/http_flow_limit.go", "Go", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 55
"/workspaces/go_gateway/http_proxy_middleware/http_header_transfer.go", "Go", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 36
"/workspaces/go_gateway/http_proxy_middleware/http_jwt_auth_token.go", "Go", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 55
"/workspaces/go_gateway/http_proxy_middleware/http_jwt_flow_count.go", "Go", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/workspaces/go_gateway/http_proxy_middleware/http_jwt_flow_limit.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"/workspaces/go_gateway/http_proxy_middleware/http_reverse_proxy.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 44
"/workspaces/go_gateway/http_proxy_middleware/http_strip_uri.go", "Go", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 34
"/workspaces/go_gateway/http_proxy_middleware/http_url_rewrite.go", "Go", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 41
"/workspaces/go_gateway/http_proxy_middleware/http_white_list.go", "Go", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 38
"/workspaces/go_gateway/http_proxy_router/httpserver.go", "Go", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 71
"/workspaces/go_gateway/http_proxy_router/route.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 43
"/workspaces/go_gateway/k8s_dashboard.yaml", "YAML", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"/workspaces/go_gateway/k8s_deploy.sh", "Shell Script", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44, 244
"/workspaces/go_gateway/k8s_server.yaml", "YAML", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145
"/workspaces/go_gateway/main.go", "Go", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 74
"/workspaces/go_gateway/middleware/ip_auth.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/workspaces/go_gateway/middleware/recovery.go", "Go", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 34
"/workspaces/go_gateway/middleware/request_log.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 66
"/workspaces/go_gateway/middleware/response.go", "Go", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 67
"/workspaces/go_gateway/middleware/session_auth.go", "Go", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/workspaces/go_gateway/middleware/translation.go", "Go", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 171
"/workspaces/go_gateway/nginx.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 10, 19, 108
"/workspaces/go_gateway/onekeysynccode.sh", "Shell Script", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 17
"/workspaces/go_gateway/onekeyupdate.sh", "Shell Script", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/workspaces/go_gateway/public/const.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"/workspaces/go_gateway/public/flow_count_handler.go", "Go", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"/workspaces/go_gateway/public/flow_limit_handler.go", "Go", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"/workspaces/go_gateway/public/jwt.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/workspaces/go_gateway/public/log.go", "Go", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 77
"/workspaces/go_gateway/public/params.go", "Go", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 60
"/workspaces/go_gateway/public/redis.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/workspaces/go_gateway/public/redis_flow_count.go", "Go", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 102
"/workspaces/go_gateway/public/util.go", "Go", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 39
"/workspaces/go_gateway/reverse_proxy/grcp_reverse_proxy.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/workspaces/go_gateway/reverse_proxy/http_reverse_proxy.go", "Go", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 91
"/workspaces/go_gateway/reverse_proxy/load_balance/check_config.go", "Go", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 103
"/workspaces/go_gateway/reverse_proxy/load_balance/config.go", "Go", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"/workspaces/go_gateway/reverse_proxy/load_balance/config_test.go", "Go", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/workspaces/go_gateway/reverse_proxy/load_balance/consistent_hash.go", "Go", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 111
"/workspaces/go_gateway/reverse_proxy/load_balance/consistent_hash_test.go", "Go", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 26
"/workspaces/go_gateway/reverse_proxy/load_balance/factory.go", "Go", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 62
"/workspaces/go_gateway/reverse_proxy/load_balance/interface.go", "Go", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/workspaces/go_gateway/reverse_proxy/load_balance/random.go", "Go", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 58
"/workspaces/go_gateway/reverse_proxy/load_balance/random_test.go", "Go", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/workspaces/go_gateway/reverse_proxy/load_balance/round_robin.go", "Go", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 62
"/workspaces/go_gateway/reverse_proxy/load_balance/round_robin_test.go", "Go", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/workspaces/go_gateway/reverse_proxy/load_balance/weight_round_robin.go", "Go", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 91
"/workspaces/go_gateway/reverse_proxy/load_balance/weight_round_robin_test.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/workspaces/go_gateway/reverse_proxy/tcp_reverse_proxy.go", "Go", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 110
"/workspaces/go_gateway/router/httpserver.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"/workspaces/go_gateway/router/route.go", "Go", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 22, 140
"/workspaces/go_gateway/start_gateway.sh", "Shell Script", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 45
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_black_list.go", "Go", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 46
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_flow_count.go", "Go", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_flow_limit.go", "Go", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_slice_router.go", "Go", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 126
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_white_list.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 40
"/workspaces/go_gateway/tcp_proxy_router/tcpserver.go", "Go", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 71
"/workspaces/go_gateway/tcp_server/tcp_conn.go", "Go", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 59
"/workspaces/go_gateway/tcp_server/tcp_server.go", "Go", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 144
"Total", "-", 696, 8906, 1164, 1710, 1, 14, 28, 235, 33, 2095, 79, 854, 1448, 17263